dialog_act,utterances,split,actor,include?,intent,next steps
requestforinstruction,first task,train,agent,y,Request For Instruction,
requestforinstruction,what shall I   be doing today?,train,agent,y,Request For Instruction,
requestforinstruction,What is my first task please?,train,agent,y,Request For Instruction,
requestforinstruction,"Next task, please?",train,agent,y,Request For Instruction,
requestforinstruction,Next task?,train,agent,y,Request For Instruction,
requestforinstruction,Do we need to clean the plate?,train,agent,y,Request For Instruction,
requestforinstruction,what you want from me?,train,agent,y,Request For Instruction,
requestforinstruction,what is the next task?,train,agent,y,Request For Instruction,
requestforinstruction,Commander?,train,agent,y,Request For Instruction,
requestforinstruction,what is the task today?,train,agent,y,Request For Instruction,
requestforinstruction,What task do I do today?,train,agent,y,Request For Instruction,
requestforinstruction,hi what is my first task,train,agent,y,Request For Instruction,
requestforinstruction,what work can i help with today?,train,agent,y,Request For Instruction,
requestforinstruction,ok what do i use,train,agent,y,Request For Instruction,
requestforinstruction,what task today,train,agent,y,Request For Instruction,
requestforinstruction,how may i best serve you today master?,train,agent,y,Request For Instruction,
requestforinstruction,What can I do first?,train,agent,y,Request For Instruction,
requestforinstruction,then what?,train,agent,y,Request For Instruction,
requestforinstruction,?task,train,agent,y,Request For Instruction,
requestforinstruction,is there another task by chance?,train,agent,y,Request For Instruction,
requestforinstruction,what I am I doing tonight,train,agent,y,Request For Instruction,
requestforinstruction,what are my tasks,train,agent,y,Request For Instruction,
requestforinstruction,what shall i do today.,train,agent,y,Request For Instruction,
requestforinstruction,where can i find bread,train,agent,y,Request For Instruction,
requestforinstruction,What should I do first?,train,agent,y,Request For Instruction,
requestforinstruction,Where do I go from here?,train,agent,y,Request For Instruction,
requestforinstruction,Good?,train,agent,y,Request For Instruction,
requestforinstruction,What do I need to do with it?,train,agent,y,Request For Instruction,
requestforinstruction,Any luck?,train,agent,y,Request For Instruction,
requestforinstruction,Hi may I have the directions please,train,agent,y,Request For Instruction,
requestforinstruction,"now what, back to plate?",train,agent,y,Request For Instruction,
requestforinstruction,what is the next step?,train,agent,y,Request For Instruction,
requestforinstruction,whats the next step,train,agent,y,Request For Instruction,
requestforinstruction,should I cook or boil the potato?,train,agent,y,Request For Instruction,
requestforinstruction,how can i assist you,train,agent,y,Request For Instruction,
requestforinstruction,Where should i start>,train,agent,y,Request For Instruction,
requestforinstruction,What shall I do for you today?,train,agent,y,Request For Instruction,
requestforinstruction,Hi how can I help?,train,agent,y,Request For Instruction,
requestforinstruction,done next,train,agent,y,Request For Instruction,
requestforinstruction,what should i do for today,train,agent,y,Request For Instruction,
requestforinstruction,task ppz,train,agent,y,Request For Instruction,
requestforinstruction,what do you need help with today?,train,agent,y,Request For Instruction,
requestforinstruction,what ca i do today,train,agent,y,Request For Instruction,
requestforinstruction,where is the bread please,train,agent,y,Request For Instruction,
requestforinstruction,How can I help,train,agent,y,Request For Instruction,
requestforinstruction,how may i serve you?,train,agent,y,Request For Instruction,
requestforinstruction,where is the knife?,train,agent,y,Request For Instruction,
requestforinstruction,Would you please let me know when they are cooked?,train,agent,y,Request For Instruction,
requestforinstruction,what shold i do today,train,agent,y,Request For Instruction,
requestforinstruction,hello task plz,train,agent,y,Request For Instruction,
requestforinstruction,can you direct me to first one,train,agent,y,Request For Instruction,
requestforinstruction,What is tableware?,train,agent,y,Request For Instruction,
requestforinstruction,my assignment please,train,agent,y,Request For Instruction,
requestforinstruction,Next task please,train,agent,y,Request For Instruction,
requestforinstruction,What's the first task?,train,agent,y,Request For Instruction,
requestforinstruction,What is next please,train,agent,y,Request For Instruction,
requestforinstruction,What would you like me to do?,train,agent,y,Request For Instruction,
requestforinstruction,Are we done?,train,agent,y,Request For Instruction,
requestforinstruction,what shou;d i do?,train,agent,y,Request For Instruction,
requestforinstruction,What do I need to do today?,train,agent,y,Request For Instruction,
requestforinstruction,what do I need to do?,train,agent,y,Request For Instruction,
requestforinstruction,What shall I   do today?,train,agent,y,Request For Instruction,
requestforinstruction,Do I   NEED TO ADD WATER AND COFFEE GROUNDS TO MACHINE?,train,agent,y,Request For Instruction,
requestforinstruction,What do you need me to do?,train,agent,y,Request For Instruction,
requestforinstruction,What would you like me to do now?,train,agent,y,Request For Instruction,
requestforinstruction,how may i hlep?,train,agent,y,Request For Instruction,
requestforinstruction,you tell me,train,agent,y,Request For Instruction,
requestforinstruction,more?,train,agent,y,Request For Instruction,
requestforinstruction,what do i do next,train,agent,y,Request For Instruction,
requestforinstruction,my task today please,train,agent,y,Request For Instruction,
requestforinstruction,next thing,train,agent,y,Request For Instruction,
requestforinstruction,what Im I doing today,train,agent,y,Request For Instruction,
requestforinstruction,What help do you need today?,train,agent,y,Request For Instruction,
requestforinstruction,how can i assist you today?,train,agent,y,Request For Instruction,
requestforinstruction,What next for the day,train,agent,y,Request For Instruction,
requestforinstruction,Is there another task,train,agent,y,Request For Instruction,
requestforinstruction,whats the task,train,agent,y,Request For Instruction,
requestforinstruction,What's next,train,agent,y,Request For Instruction,
requestforinstruction,next one?,train,agent,y,Request For Instruction,
requestforinstruction,What's my first task for today,train,agent,y,Request For Instruction,
requestforinstruction,"Hi, how may I help you today?",train,agent,y,Request For Instruction,
requestforinstruction,what's my tsak,train,agent,y,Request For Instruction,
requestforinstruction,whats my tasktoday,train,agent,y,Request For Instruction,
requestforinstruction,what shoud I do,train,agent,y,Request For Instruction,
requestforinstruction,where can I find a knife?,train,agent,y,Request For Instruction,
requestforinstruction,What is first?,train,agent,y,Request For Instruction,
requestforinstruction,How do I shut off the water?,train,agent,y,Request For Instruction,
requestforinstruction,What is the first step with the sandwich?,train,agent,y,Request For Instruction,
requestforinstruction,waht do i do next,train,agent,y,Request For Instruction,
requestforinstruction,where should I start?,train,agent,y,Request For Instruction,
requestforinstruction,What would you like me to do today?,train,agent,y,Request For Instruction,
requestforinstruction,what can I get for you?,train,agent,y,Request For Instruction,
requestforinstruction,Hello! What should I do today?,train,agent,y,Request For Instruction,
