dialog_act,utterances,split,actor
instruction,"then toast two slices of bread,one at  time",train,User
instruction,get lettuce from the kitchen counter and slice it,train,User
instruction,andslice the tomato right next to it too,train,User
instruction,then get a plate from the fridge and put all the sandwich components inside it,train,User
instruction,two slices of bread and a single slice of each of the rest,train,User
instruction,"First, you need to rinse the mug with water",train,User
instruction,Find the mug and rinse it with water,train,User
instruction,"Ok, now take it to the sink and rinse it out with water",train,User
instruction,Great now we need to put coffee in it,train,User
instruction,lets make some breakfast,train,User
instruction,first lets clean a mug,train,User
instruction,lets make some coffee,train,User
instruction,lets make another cup of coffee,train,User
instruction,okay lets cut two slices of apple,train,User
instruction,yes lets slice that one,train,User
instruction,lets put two of those slices on a plate,train,User
instruction,i think each slice needs to be on a separate plate,train,User
instruction,now lets bring the coffee to the table,train,User
instruction,both mugs,train,User
instruction,slice lettuce,train,User
instruction,slice potato and cook 2 slices,train,User
instruction,place all components on plate,train,User
instruction,place the newspapers onto a single table,train,User
instruction,place it on the white table,train,User
instruction,get the newspaper on the couch and place it there,train,User
instruction,i'd like my plant watered,train,User
instruction,could yu rinse a cloth for me please,train,User
instruction,clean the plate in the fridge,train,User
instruction,rinse with water,train,User
instruction,rinse the plate,train,User
instruction,another plate,train,User
instruction,clean that plate,train,User
instruction,your task is to serve 1 slice of tomato on a clean plate please.,train,User
instruction,Put  a mug into a cabinet,train,User
instruction,To place the mug in,train,Agent
instruction,Pick that mug from that cabinet and place it inside the big cabinet to the right of the sink,train,User
instruction,boil potato by cooking it in water,train,User
instruction,first fill the pot with water,train,User
instruction,remove the tomato from it,train,User
instruction,we will need to clean all the tableware today,train,User
instruction,it needs to be cleaned,train,User
instruction,open cabinet closest to toilet,train,User
instruction,get cloth,train,User
instruction,hello!  Could you please cook 2 pieces of potato for me?,train,User
instruction,the potato slices should be put on a clean plate,train,User
instruction,cook 2 slices of potato,train,User
instruction,slic e 2 slices,train,User
instruction,place them on a plate,train,User
instruction,go on,train,User
instruction,turn right,train,User
instruction,open the last drawer,train,User
instruction,get the remote on the tv stand and place it on the center furniture,train,User
instruction,where the laptop is,train,User
instruction,center furniture,train,User
instruction,do the same with the remote on the white box on the table,train,User
instruction,toast 1 slice,train,User
instruction,serve on a lean plte,train,User
instruction,plte,train,User
instruction,plate,train,User
instruction,serve on th e plate on the left side of cooker,train,User
instruction,slice the lettuce twice,train,User
instruction,now slice a potato and a tomato,train,User
instruction,now cook the potato slice,train,User
instruction,turn on the burner,train,User
instruction,place everything on a plate on the table,train,User
instruction,two slices of lettuce,train,User
instruction,Lets make a sandwich,train,User
instruction,first we toast two slices of bread,train,User
instruction,place knife on the table then get bread top right drawer next to stove,train,User
instruction,next we will be slicing tomato,train,User
instruction,now move all sandwich components on a plate,train,User
instruction,Slice lettuce,train,User
instruction,Cook potato,train,User
instruction,You can microwave it then slice,train,User
instruction,Slice it now,train,User
instruction,Place 2 slices of lettuce and a slice of potato on a plate,train,User
instruction,Clean all the cups,train,User
instruction,we need to place the remotes on the armchair,train,User
instruction,place the remote on armchair,train,User
instruction,you might need to set the box down and pick up the remote to put on the armchair?,train,User
instruction,can you place the box on the chair?,train,User
instruction,or maybe can you set the box on the floor and remove the remote?,train,User
instruction,or remove the pen from the chair to place the box?,train,User
instruction,(but two remotes will need to fit on the chair),train,User
instruction,the other remote needs to go on the chair,train,User
instruction,can you place the box on another surface to remove the remote from it?,train,User
instruction,we are going to clean dishwares,train,User
instruction,make salad please,train,User
instruction,slice tomatoe,train,User
instruction,also you can check the cabinet right on top of the apple you cut,train,User
instruction,make 2 slices of potato and cook in the microwave,train,User
instruction,put everything on a clean plate that is on the counter top next to the frying pan,train,User
instruction,place 2 newspapers onto single chair,train,User
instruction,Hi can you make me a plate of toast,train,User
instruction,Please put all the small handheld objects on 1 table.,train,User
instruction,prepare a coffee in a clean mug,train,User
instruction,put the remote control that is on the table on a chair,train,User
instruction,do the same with the remote inside the box next to the black side table,train,User
instruction,please can you put the remote on teh side table?,train,User
instruction,please put it on either the small round table with the plant,train,User
instruction,Let's water the plant,train,User
instruction,put the tissue box on the table,train,User
instruction,dont move,train,User
instruction,place it on the table,train,User
instruction,place on that table,train,User
instruction,please slice the tomato on the table,train,User
instruction,put one slice on the plate,train,User
instruction,boil the potato,train,User
instruction,hi please put all small handheld objects on one table,train,User
instruction,there is one object on the brown coffee table,train,User
instruction,needs to be put on same yable as other,train,User
instruction,there is also a remote on the brown table that needs to be oicked up too,train,User
instruction,clean all the pots,train,User
instruction,clean the pot,train,User
instruction,clean the bowl,train,User
instruction,pot,train,User
instruction,not bowl,train,User
instruction,please clean the pot,train,User
instruction,clean that,train,User
instruction,search for another pot,train,User
instruction,its not finish,train,User
instruction,please could you prepare a coffee in a clean mug for me,train,User
instruction,Please make 2 cups coffee,train,User
instruction,put on plate,train,User
instruction,put toast on plate,train,User
instruction,2 pieces plz,train,User
instruction,"Going to need plate by microwave too, put one piece of toast on it and then one piece on the plate on table, then put coffee mugs on table too",train,User
instruction,plate by toaster sorry,train,User
instruction,now just put the 2 coffee mugs and 2 plates of toast on the breakfast table,train,User
instruction,We need to put the alarm clock on the bed,train,User
instruction,i need you to put my 3 remotes onto the sofa,train,User
instruction,",could you try and move the remote that is furthest back",train,User
instruction,we are making a salad,train,User
instruction,slice it with a knife,train,User
instruction,Slice tomato,train,User
instruction,2 slices of potato.,train,User
instruction,cook two slices of the potato,train,User
instruction,"place the one slice lettuce, one tomato slioce and 2 slice potato on it",train,User
instruction,slice,train,User
instruction,Could you serve 1 slice of tomato in a bowl?,train,User
instruction,Please clean a dirty bowl under the white island.,train,User
instruction,Ok. Please place a slice of tomato in that clean bowl.,train,User
instruction,a slice in the bowl you just cleaned.,train,User
instruction,Cold you make a sandwich please?,train,User
